1805.00460v1 , VisDial , Visual dialog , arxiv_paper_20000
1904.11533v2 , NaturecommMajdandzic , Multiple tipping points and optimal repairing in interacting networks , arxiv_paper_56543
1904.11533v2 , STIPPINGER2014481 , Enhancing resilience of interdependent networks by healing , arxiv_paper_56545
1812.09922v2 , Lavin2015 , Fast Algorithms for Convolutional Neural Networks , arxiv_paper_56549
1812.09922v2 , Guo2016 , Dynamic Network Surgery for Efficient DNNs , arxiv_paper_56553
1906.04133v1 , avron-boutsidis13 , Faster subset selection for matrices and applications , arxiv_paper_56557
1906.04133v1 , zhu2015optimal , Optimal subsampling approaches for large sample linear regression , arxiv_paper_56564
1612.00423v1 , 3dmatching , Generic 3d representation via pose estimation and matching , arxiv_paper_56573
1810.05331v2 , wen16 , Learning structured sparsity in deep neural networks , arxiv_paper_56575
1810.05331v2 , alvarez16 , Learning the number of neurons in deep networks , arxiv_paper_56576
1810.05331v2 , he17 , Channel pruning for accelerating very deep neural networks , arxiv_paper_56577
1810.05331v2 , liu17 , Learning efficient convolutional networks through network slimming , arxiv_paper_56578
1810.05331v2 , dong17 , More is less: A more complicated network with less inference complexity , arxiv_paper_56583
1810.05331v2 , figurnov17 , Spatially adaptive computation time for residual networks , arxiv_paper_56584
1810.05331v2 , almahairi16 , Dynamic capacity networks , arxiv_paper_56585
1810.05331v2 , ren18 , SBNet: Sparse blocks network for fast inference , arxiv_paper_56586
1810.05331v2 , wu18 , BlockDrop: Dynamic inference paths in residual networks , arxiv_paper_56587
1810.05331v2 , bolukbasi17 , Adaptive neural networks for efficient inference , arxiv_paper_56592
1707.07256v1 , WeiRKS16 , Convolutional pose machines , arxiv_paper_56611
1810.10093v1 , Sundermeyer2018eccv:implicit , Implicit 3D orientation learning for 6D object detection from RGB images , arxiv_paper_56626
1810.10093v1 , Georgakis2017boxsyn , Synthesizing training data for object detection in indoor scenes , arxiv_paper_56629
1908.06812v2 , Trulls , LF-Net: Learning Local Features from Images , arxiv_paper_56632
1509.07715v1 , lancichinetti2011finding , Finding statistically significant communities in networks , arxiv_paper_56634
1509.07715v1 , ahn2010link , Link communities reveal multiscale complexity in networks , arxiv_paper_56637
1905.13746v1 , DBLP:journals/corr/abs-1801-02950 , Adversarial deep learning for robust detection of binary encoded malware , arxiv_paper_56639
1906.10720v2 , Morcos2018 , On the importance of single directions for generalization , arxiv_paper_56642
1811.07605v3 , tomczak2018vae , Vae with a vampprior , arxiv_paper_56646
1811.07605v3 , makhzani2015adversarial , Adversarial autoencoders , arxiv_paper_56647
1901.05686v2 , chen2018learning , Learning to see in the dark , arxiv_paper_56658
1901.05686v2 , yang2018image , Image correction via deep reciprocating hdr transformation , arxiv_paper_56659
1809.01898v1 , scikit , Scikit-learn: Machine learning in Python , arxiv_paper_56661
1703.05452v2 , krause09optimal , Optimal value of information in graphical models , arxiv_paper_56662
1911.05329v1 , cheng2017survey , A survey of model compression and acceleration for deep neural networks , arxiv_paper_56665
1911.05329v1 , Hinton2015Distilling , Distilling the knowledge in a neural network , arxiv_paper_56668
1911.05329v1 , huang2017like , Like what you like: Knowledge distill via neuron selectivity transfer , arxiv_paper_56669
1911.05329v1 , Romero2014FitNets , Fitnets: Hints for thin deep nets , arxiv_paper_56671
1911.05329v1 , Chen2015Net2Net , Net2net: Accelerating learning via knowledge transfer , arxiv_paper_56672
1911.05329v1 , balan2015bayesian , Bayesian dark knowledge , arxiv_paper_56673
1712.00726v1 , DBLP:conf/iccv/Girshick15 , Fast R-CNN , arxiv_paper_56690
1712.00726v1 , DBLP:conf/eccv/LiuAESRFB16 , SSD: single shot multibox detector , arxiv_paper_56694
1712.00726v1 , lin2017focal , Focal loss for dense object detection , arxiv_paper_56695
1712.00726v1 , DBLP:conf/cvpr/YangYLL16 , CRAFT objects from images , arxiv_paper_56697
1902.03380v3 , kusner2017counterfactual , Counterfactual fairness , arxiv_paper_56713
1411.6233v1 , RPCAOP , Robust PCA via outlier pursuit , arxiv_paper_56744
1501.02530v1 , bojanowski14eccv , Weakly supervised action labeling in videos under ordering constraints , arxiv_paper_56745
1803.00885v5 , li17visualizing , Visualizing the loss landscape of neural nets , arxiv_paper_56748
1803.02238v2 , wangVoxelurn , Naturalizing a Programming Language via Interactive Learning , arxiv_paper_56768
1803.02238v2 , iyerLearningNeuralSemanticParser , Learning a Neural Semantic Parser from User Feedback , arxiv_paper_56770
1802.02774v3 , pyarmid_video_fusion , Spatiotemporal pyramid network for video action recognition , arxiv_paper_56800
1802.02774v3 , parmar2017learning , Learning to score olympic events , arxiv_paper_56807
1811.11264v1 , park2018data , Data synthesis based on generative adversarial networks , arxiv_paper_56808
1908.02111v1 , wang2018pixel2mesh , Pixel2mesh: Generating 3d mesh models from single rgb images , arxiv_paper_56817
1804.10323v1 , berthelot2017began , Began: Boundary equilibrium generative adversarial networks , arxiv_paper_56841
1704.02895v1 , Xu_15 , A discriminative cnn video representation for event detection , arxiv_paper_56845
1704.02895v1 , Arandjelovic16 , NetVLAD: CNN architecture for weakly supervised place recognition , arxiv_paper_56849
1704.00116v3 , Mokh_14 , RES: Regularized stochastic bfgs algorithm , arxiv_paper_56851
1803.03382v6 , mnih2016variational , Variational inference for monte carlo objectives , arxiv_paper_56866
1902.09314v2 , tang2016aspect , Aspect level sentiment classification with deep memory network , arxiv_paper_56868
1707.02905v3 , Weyand16 , Planet - photo geolocation with convolutional neural networks , arxiv_paper_56872
1707.02905v3 , Springenberg14 , Striving for simplicity: the all convolutional net , arxiv_paper_56875
1803.03310v2 , kumar2017smart , Smart mining for deep metric learning , arxiv_paper_56876
1803.03310v2 , wu2017sampling , Sampling matters in deep embedding learning , arxiv_paper_56878
1308.4565v2 , slivkins2009contextual , Contextual bandits with similarity information , arxiv_paper_56886
1801.02774v3 , fawzi2018adversarial , Adversarial vulnerability for any classifier , arxiv_paper_56893
1709.05666v1 , nickel_2016_review , A review of relational machine learning for knowledge graphs , arxiv_paper_56903
1709.05666v1 , nickel_2016_holographic , Holographic embeddings of knowledge graphs , arxiv_paper_56904
1709.05666v1 , trouillon2016 , Complex embeddings for simple link prediction , arxiv_paper_56905
1504.08215v1 , goodfellow2015adver , Explaining and harnessing adversarial examples , arxiv_paper_56920
1709.03395v1 , jia2014caffe , Caffe: Convolutional architecture for fast feature embedding , arxiv_paper_56925
1709.03395v1 , Chetlur:2014 , cuDNN: Efficient primitives for deep learning , arxiv_paper_56928
1709.01134v1 , TWN , Ternary weight networks , arxiv_paper_56937
1709.01134v1 , TTQ , Trained ternary quantization , arxiv_paper_56938
1909.06851v1 , tamar2015optimizing , Optimizing the cvar via sampling , arxiv_paper_56947
1909.06851v1 , chow2014algorithms , Algorithms for cvar optimization in mdps , arxiv_paper_56948
1909.06851v1 , tamar2012policy , Policy gradients with variance related risk criteria , arxiv_paper_56952
1909.06851v1 , smirnova2019distributionally , Distributionally robust reinforcement learning , arxiv_paper_56954
1909.06851v1 , bellemare2017distributional , A distributional perspective on reinforcement learning , arxiv_paper_56956
1909.06851v1 , dabney2018implicit , Implicit quantile networks for distributional reinforcement learning , arxiv_paper_56957
1909.06851v1 , barth2018distributed , Distributed distributional deterministic policy gradients , arxiv_paper_56958
1905.07136v1 , Yu2017SeqGAN , SeqGAN: Sequence generative adversarial nets with policy gradient , arxiv_paper_56964
1808.05870v4 , kerber17 , Geometry helps to compare persistence diagrams , arxiv_paper_56995
1806.03723v1 , Scardapane2017 , Group sparse regularization for deep neural networks , arxiv_paper_56997
1806.03723v1 , Snoek12 , Practical bayesian optimization of machine learning algorithms , arxiv_paper_56998
1806.03723v1 , Zoph2017b , Neural Architecture Search with Reinforcement Learning , arxiv_paper_56999
1806.03723v1 , Liu , Learning Efficient Convolutional Networks through Network Slimming , arxiv_paper_57003
1712.03854v2 , Xiong2017 , Precise condition synthesis for program repair , arxiv_paper_57009
1911.01621v1 , Bowman:16 , Generating sentences from a continuous space , arxiv_paper_57034
1911.01621v1 , Hill:16 , Learning distributed representations of sentences from unlabelled data , arxiv_paper_57035
1911.01621v1 , Logeswaran:18 , An efficient framework for learning sentence representations , arxiv_paper_57036
1307.4156v1 , Bach:2008 , Consistency of the group lasso and multiple kernel learning , arxiv_paper_57051
1805.09076v2 , jin2018junction , Junction tree variational autoencoder for molecular graph generation , arxiv_paper_57062
1910.04979v1 , ge2016authorship , Authorship attribution using a neural network language model , arxiv_paper_57074
1802.05563v2 , ribeiro2017struc2vec , struc2vec: Learning node representations from structural identity , arxiv_paper_57098
1802.05563v2 , gilmer2017neural , Neural message passing for quantum chemistry , arxiv_paper_57100
1904.02639v2 , hasan2016learning , Learning temporal regularity in video sequences , arxiv_paper_57104
1904.02639v2 , graves2014neural , Neural turing machines , arxiv_paper_57108
1911.05250v2 , JaderbergSZK15 , Spatial transformer networks , arxiv_paper_57116
1911.05250v2 , DaiQXLZHW17 , Deformable convolutional networks , arxiv_paper_57117
1906.06717v2 , BastaniETAL18VerifiableRL , Verifiable reinforcement learning via policy extraction , arxiv_paper_57132
1906.06717v2 , VermaETAL18ProgrammaticallyInterpretableRL , Programmatically Interpretable Reinforcement Learning , arxiv_paper_57133
1906.06717v2 , zhao2019hierarchical , Hierarchical Routing Mixture of Experts , arxiv_paper_57137
1909.11207v1 , sriperumbudur2015optimal , Optimal rates for random Fourier features , arxiv_paper_57145
1909.11207v1 , rudi2017generalization , Generalization properties of learning with random features , arxiv_paper_57150
1908.08351v2 , saxton2019analysing , Analysing mathematical reasoning abilities of neural models , arxiv_paper_57151
1908.08351v2 , livska2018memorize , Memorize or generalize? Searching for a compositional RNN in a haystack , arxiv_paper_57154
1908.08351v2 , gulordava2018colorless , Colorless green recurrent networks dream hierarchically , arxiv_paper_57155
1710.02318v1 , abs , A neural attention model for abstractive sentence summarization , arxiv_paper_57156
1805.07654v2 , chen14stochastic , Stochastic gradient Hamiltonian monte carlo , arxiv_paper_57166
1805.07654v2 , kingma2015variational , Variational dropout and the local reparameterization trick , arxiv_paper_57167
1805.07654v2 , wu2018deterministic , Deterministic variational inference for robust bayesian neural networks , arxiv_paper_57168
1810.04635v1 , gideon2017progressive , Progressive neural networks for transfer learning in emotion recognition , arxiv_paper_57172
1711.11165v1 , gpc:nips16 , Safe policy improvement by minimizing robust baseline regret , arxiv_paper_57175
1903.06581v1 , greff2017neural , Neural expectation maximization , arxiv_paper_57187
1911.10506v1 , rosca2018distribution , Distribution matching in variational inference , arxiv_paper_57209
1911.10506v1 , bauer2019resampled , Resampled priors for variational autoencoders , arxiv_paper_57210
1511.07543v3 , zeiler2014visualizing , Visualizing and understanding convolutional networks , arxiv_paper_57214
1611.06987v2 , bach2015submodular , Submodular functions: from discrete to continous domains , arxiv_paper_57218
1910.00760v1 , leskovec2010kronecker , Kronecker graphs: An approach to modeling networks , arxiv_paper_57224
1910.00760v1 , grover2018graphite , Graphite: Iterative generative modeling of graphs , arxiv_paper_57225
1910.00760v1 , chu2019neural , Neural turtle graphics for modeling city road layouts , arxiv_paper_57227
1812.08350v2 , dorn , Deep ordinal regression network for monocular depth estimation , arxiv_paper_57238
1812.08350v2 , kitti2017 , Sparsity invariant cnns , arxiv_paper_57241
1812.08350v2 , deep-depth-completion , Deep depth completion of a single rgb-d image , arxiv_paper_57245
1901.01250v2 , makhzani2015adversarial , Adversarial autoencoders , arxiv_paper_57258
